CustomerID,Days_Since_Last_Transaction,Total_Orders_Count,Total_Prod_Purchased,Total_Spent,Avg_Order_Value,Uniq_Prod_Purchased_Count,Avg_Days_Btw_Order,Fav_DoW,Fav_Hour,is_UK,Cancellation_Count,Total_Transaction_Count,Cancellation_Rate,Avg_Monthly_Spending,Std_Monthly_Spending,Monthly_Spending_Trend
15290,4,21,4430,7788.7699999999995,370.894,92,44.75,4,14,1,8,211,0.038,649.064,478.824,97.26122377622379
15291,25,19,2073,4551.51,239.553,62,44.5,2,16,1,6,108,0.056,650.216,182.9,16.94178571428571
15292,201,1,55,178.39,178.39,24,0.0,6,15,1,0,24,0.0,178.39,0.0,0.0
15296,44,10,1757,3610.31,361.031,137,59.11,0,11,1,6,200,0.03,601.718,454.686,-65.79914285714285
15297,10,4,290,635.04,158.76,30,21.33,1,16,1,2,41,0.049,317.52,123.121,174.12000000000003
15298,2,14,2752,3774.1,269.579,115,47.85,2,8,1,2,194,0.01,419.344,187.1,5.970999999999996
15299,67,7,2942,3901.0,557.286,7,79.5,3,16,1,2,8,0.25,975.25,834.592,-169.504
15300,64,1,292,496.44,496.44,28,0.0,3,17,1,0,28,0.0,496.44,0.0,0.0
15301,50,14,2744,5007.72,357.694,167,31.92,3,9,1,4,246,0.016,556.413,140.538,-0.5908333333333341
15303,290,1,248,574.02,574.02,31,0.0,1,13,1,0,31,0.0,574.02,0.0,0.0
15304,60,10,100,680.3,68.03,8,71.22,0,8,1,3,26,0.115,97.186,36.892,-3.7642857142857142
15306,64,3,810,1174.35,391.45,57,42.0,3,12,1,0,58,0.0,391.45,110.153,86.32999999999998
15307,95,1,37,205.3,205.3,12,0.0,0,11,1,0,12,0.0,205.3,0.0,0.0
15308,270,2,173,302.27,151.135,19,4.0,3,13,1,2,21,0.095,302.27,0.0,0.0
15311,0,118,37673,59284.19,502.408,571,9.56,1,13,1,112,2478,0.045,4560.322,1942.328,-86.84505494505493
15312,75,5,513,921.1,184.22,42,139.5,6,12,1,1,48,0.021,230.275,87.091,-59.908
15313,110,1,25,52.0,52.0,1,0.0,6,16,1,0,1,0.0,52.0,0.0,0.0
15314,199,1,313,327.97,327.97,24,0.0,1,14,1,0,24,0.0,327.97,0.0,0.0
15315,64,3,838,551.54,183.847,35,47.0,3,12,1,1,38,0.026,275.77,86.536,122.38
15316,326,1,100,165.0,165.0,1,0.0,0,11,1,0,1,0.0,165.0,0.0,0.0
15318,3,1,642,312.62,312.62,33,0.0,1,11,1,0,33,0.0,312.62,0.0,0.0
15319,283,1,175,204.5,204.5,16,0.0,1,12,1,0,16,0.0,204.5,0.0,0.0
15320,44,1,326,267.13,267.13,36,0.0,2,13,1,0,36,0.0,267.13,0.0,0.0
15321,49,4,1164,2663.48,665.87,83,80.67,4,9,1,10,105,0.095,887.827,869.273,-622.1500000000001
15322,64,2,365,602.97,301.485,42,21.0,3,9,1,7,49,0.143,301.485,534.848,-756.3899999999999
15325,103,1,231,161.74,161.74,47,0.0,6,11,1,0,48,0.0,161.74,0.0,0.0
15326,333,1,386,311.71,311.71,29,0.0,0,11,1,0,29,0.0,311.71,0.0,0.0
15327,52,1,116,208.75,208.75,10,0.0,1,11,1,0,10,0.0,208.75,0.0,0.0
15329,35,5,480,1007.5,201.5,51,197.0,3,15,1,4,61,0.066,201.5,211.456,-3.5000000000000058
15330,32,2,1312,714.96,357.48,10,28.0,0,12,1,0,13,0.0,357.48,52.439,74.16000000000003
15332,366,4,652,1661.06,415.265,29,1.0,6,12,0,0,35,0.0,1661.06,0.0,0.0
15333,208,1,344,1028.56,1028.56,16,0.0,6,13,1,0,16,0.0,1028.56,0.0,0.0
15334,156,3,272,347.87,115.957,66,8.5,2,11,1,0,97,0.0,173.935,69.799,-98.71
15335,53,1,79,170.22,170.22,34,0.0,0,12,1,0,35,0.0,170.22,0.0,0.0
15339,66,3,414,557.57,185.857,79,126.0,1,12,1,2,88,0.023,278.785,29.536,41.77000000000004
15341,80,1,812,2020.52,2020.52,17,0.0,1,9,1,0,17,0.0,2020.52,0.0,0.0
15342,116,2,276,391.76,195.88,24,13.0,1,10,1,2,26,0.077,391.76,0.0,0.0
15343,87,1,84,364.5,364.5,21,0.0,1,13,1,0,21,0.0,364.5,0.0,0.0
15344,0,5,106,476.58,95.316,21,44.25,0,14,1,6,32,0.188,119.145,149.862,-43.666000000000004
15345,35,2,78,367.69,183.845,20,10.0,1,11,1,3,23,0.13,183.845,296.554,-419.39
15346,332,1,144,252.42000000000002,252.42,17,0.0,1,11,1,0,17,0.0,252.42,0.0,0.0
15347,366,1,130,201.60000000000002,201.6,5,0.0,2,15,1,0,5,0.0,201.6,0.0,0.0
15348,72,1,84,158.04,158.04,9,0.0,2,13,1,0,9,0.0,158.04,0.0,0.0
15349,158,2,321,463.90999999999997,231.955,65,29.0,6,15,1,0,71,0.0,231.955,175.723,-248.51
15350,373,1,51,115.65,115.65,5,0.0,2,13,1,0,5,0.0,115.65,0.0,0.0
15351,12,10,721,1836.69,183.669,160,119.0,6,12,1,8,227,0.035,459.172,146.36,64.33300000000001
15353,254,2,341,770.12,385.06,59,113.0,2,12,1,0,61,0.0,385.06,103.817,146.82000000000005
15355,29,2,45,277.05,138.525,9,24.0,0,15,1,0,14,0.0,138.525,17.359,24.55000000000001
15356,31,10,1643,2718.03,271.803,215,37.44,4,13,1,0,499,0.0,302.003,83.304,-5.194833333333336
15358,4,29,6928,8235.65,283.988,292,36.86,0,9,1,9,560,0.016,633.512,299.341,-14.65978021978022
15360,39,1,223,427.93,427.93,13,0.0,0,9,1,0,13,0.0,427.93,0.0,0.0
15361,361,1,336,418.92,418.92,7,0.0,0,9,1,0,7,0.0,418.92,0.0,0.0
15363,241,2,143,318.05,159.025,16,131.0,3,12,1,1,17,0.059,159.025,236.138,-333.95
15364,95,2,493,913.19,456.595,29,159.0,0,9,1,0,29,0.0,456.595,176.487,249.58999999999997
15365,25,8,759,1549.17,193.646,65,47.0,0,10,1,36,150,0.24,387.292,1029.7,-202.001
15366,75,2,621,602.51,301.255,37,283.0,6,15,1,0,44,0.0,301.255,276.783,391.43
15367,57,5,1055,1867.69,373.538,92,91.0,2,13,1,1,96,0.01,466.922,341.612,-157.101
15368,21,1,230,446.94000000000005,446.94,4,0.0,4,14,1,0,4,0.0,446.94,0.0,0.0
15370,40,8,828,2360.55,295.069,65,55.14,3,14,1,1,95,0.011,393.425,138.679,19.04599999999999
15372,137,1,2924,2007.3999999999999,2007.4,27,0.0,0,16,1,0,27,0.0,2007.4,0.0,0.0
15373,8,12,475,2192.11,182.676,73,63.09,2,14,1,5,136,0.037,243.568,161.428,7.965833333333334
15374,128,1,126,168.0,168.0,3,0.0,2,9,1,0,3,0.0,168.0,0.0,0.0
15376,40,3,615,1221.56,407.187,100,91.0,6,13,1,0,116,0.0,407.187,208.642,-199.015
15379,169,8,2293,3631.8900000000003,453.986,145,51.29,3,13,1,2,196,0.01,726.378,551.086,-301.26099999999997
15380,8,6,374,1682.3600000000001,280.393,22,87.0,3,16,1,1,37,0.027,336.472,72.942,25.833999999999993
15381,213,2,171,596.85,298.425,8,55.0,2,13,1,0,8,0.0,298.425,22.804,32.25
15382,14,8,4003,5927.86,740.982,193,75.14,4,9,1,4,306,0.013,1185.572,839.293,247.971
15384,169,3,593,635.76,211.92,35,196.5,3,10,1,2,43,0.047,317.88,29.642,41.91999999999996
15385,40,1,161,316.88,316.88,12,0.0,6,15,1,0,12,0.0,316.88,0.0,0.0
15386,186,1,446,394.14,394.14,31,0.0,0,13,1,0,31,0.0,394.14,0.0,0.0
15388,270,1,88,140.54,140.54,10,0.0,0,13,0,0,10,0.0,140.54,0.0,0.0
15389,172,1,400,500.0,500.0,1,0.0,0,16,1,0,1,0.0,500.0,0.0,0.0
15392,4,5,1265,1515.73,303.146,74,177.5,0,10,1,1,85,0.012,378.932,124.823,19.487000000000002
15393,16,2,150,231.86,115.93,10,265.0,3,16,1,0,12,0.0,115.93,11.554,-16.340000000000003
15394,9,4,910,2183.54,545.885,54,116.33,3,14,1,0,85,0.0,545.885,228.61,-120.58599999999997
15395,325,1,17,107.45,107.45,7,0.0,1,12,1,0,7,0.0,107.45,0.0,0.0
15396,112,1,122,288.18,288.18,14,0.0,4,10,1,0,14,0.0,288.18,0.0,0.0
15397,289,1,20,94.0,94.0,6,0.0,2,9,1,0,6,0.0,94.0,0.0,0.0
15398,16,3,767,1339.63,446.543,60,59.5,2,16,1,1,74,0.014,669.815,57.792,81.7299999999999
15399,1,3,611,815.77,271.923,45,39.0,3,15,1,0,50,0.0,271.923,30.945,-19.265000000000015
15400,92,6,360,666.7,111.117,10,54.2,2,11,1,1,13,0.077,166.675,125.044,-63.41000000000001
15402,148,2,693,626.35,313.175,34,48.0,4,13,1,0,41,0.0,313.175,180.758,-255.63
15405,189,1,193,349.1,349.1,8,0.0,4,14,1,0,8,0.0,349.1,0.0,0.0
15406,18,4,236,426.61,106.652,51,94.33,4,16,1,5,58,0.086,213.305,55.133,-77.97
15407,33,4,552,1046.74,261.685,142,90.67,6,11,1,0,148,0.0,261.685,119.644,66.904
15408,264,1,106,267.18,267.18,34,0.0,6,15,1,0,34,0.0,267.18,0.0,0.0
15410,84,8,1200,3450.84,431.355,48,25.29,4,14,1,0,122,0.0,575.14,239.178,30.869142857142858
15411,26,5,527,1336.43,267.286,86,44.0,6,15,1,1,99,0.01,267.286,233.06,16.423000000000002
15412,171,1,108,190.53,190.53,10,0.0,1,15,1,0,10,0.0,190.53,0.0,0.0
15414,9,3,442,759.9000000000001,253.3,36,116.5,2,9,1,0,38,0.0,379.95,486.136,687.5
15415,313,1,551,559.61,559.61,46,0.0,6,14,1,0,47,0.0,559.61,0.0,0.0
15416,64,5,2089,3974.37,794.874,165,76.0,3,8,1,1,193,0.005,993.592,255.617,-164.499
15417,85,1,284,508.8,508.8,28,0.0,3,15,1,0,28,0.0,508.8,0.0,0.0
15419,24,1,230,135.86,135.86,8,0.0,1,9,1,0,8,0.0,135.86,0.0,0.0
15421,58,4,500,950.36,237.59,40,84.0,2,14,1,0,53,0.0,316.787,118.158,-42.03
15422,323,2,38,97.7,48.85,6,0.0,3,14,1,0,6,0.0,97.7,0.0,0.0
15423,38,1,101,43.5,43.5,2,0.0,1,14,1,0,2,0.0,43.5,0.0,0.0
15424,254,2,554,383.34,191.67,17,0.0,2,13,1,0,17,0.0,383.34,0.0,0.0
15426,19,7,645,1386.58,198.083,222,172.33,6,13,1,8,283,0.028,462.193,263.312,189.89
15427,33,3,967,1430.54,476.847,233,7.0,6,14,1,0,292,0.0,715.27,503.149,711.56
15428,15,1,102,93.78,93.78,6,0.0,3,16,1,0,6,0.0,93.78,0.0,0.0
15429,26,3,369,364.90000000000003,121.633,77,49.0,6,13,1,1,83,0.012,182.45,39.824,-56.32000000000002
15432,23,1,65,171.19,171.19,10,0.0,2,16,1,0,10,0.0,171.19,0.0,0.0
15433,79,3,399,417.87,139.29,40,94.0,3,14,1,12,53,0.226,139.29,244.736,-244.035
15434,8,6,638,997.48,166.247,40,76.6,2,16,1,4,59,0.068,249.37,67.694,-31.320000000000004
15435,22,1,54,149.29,149.29,29,0.0,3,16,1,0,29,0.0,149.29,0.0,0.0
15436,12,3,574,1067.75,355.917,243,111.0,6,16,1,0,291,0.0,355.917,126.486,-126.45000000000002
15437,262,1,79,200.16,200.16,44,0.0,1,13,1,0,45,0.0,200.16,0.0,0.0
15438,131,1,59,156.57999999999998,156.58,25,0.0,6,14,1,0,25,0.0,156.58,0.0,0.0
15440,54,3,197,383.68,127.893,50,77.0,6,12,1,0,62,0.0,127.893,17.176,10.110000000000007
15442,248,1,120,594.0,594.0,2,0.0,1,12,1,0,2,0.0,594.0,0.0,0.0
15443,1,8,1636,3188.84,398.605,237,57.0,6,12,1,3,375,0.008,531.473,336.616,78.052
15444,9,2,759,1411.21,705.605,191,31.0,2,17,1,0,214,0.0,705.605,522.913,739.5099999999999
15445,264,1,58,113.5,113.5,5,0.0,6,15,1,0,5,0.0,113.5,0.0,0.0
15447,330,1,85,155.17,155.17,9,0.0,3,11,1,0,9,0.0,155.17,0.0,0.0
15448,312,1,232,494.64,494.64,28,0.0,0,10,1,0,28,0.0,494.64,0.0,0.0
15449,26,5,810,971.22,194.244,47,152.0,2,10,1,2,62,0.032,194.244,179.51,-3.8200000000000047
15450,30,1,376,429.84,429.84,30,0.0,2,17,1,0,30,0.0,429.84,0.0,0.0
15452,29,3,280,528.48,176.16,47,117.5,6,15,1,0,56,0.0,176.16,56.479,-55.8
15453,1,7,837,1371.77,195.967,169,31.0,3,12,1,0,279,0.0,228.628,94.815,-12.295142857142855
15454,362,1,86,179.1,179.1,23,0.0,6,14,1,0,25,0.0,179.1,0.0,0.0
15456,283,3,633,434.59000000000003,144.863,48,38.0,1,13,1,0,58,0.0,217.295,19.693,-27.849999999999994
15457,262,1,132,237.07,237.07,56,0.0,1,15,1,0,58,0.0,237.07,0.0,0.0
15458,25,1,156,161.64,161.64,7,0.0,0,13,1,0,7,0.0,161.64,0.0,0.0
15460,354,1,107,214.26,214.26,53,0.0,0,16,1,0,56,0.0,214.26,0.0,0.0
15462,94,3,172,234.6,78.2,9,46.5,1,15,1,0,11,0.0,78.2,23.209,-20.1
15463,29,1,106,126.14,126.14,7,0.0,3,12,1,0,7,0.0,126.14,0.0,0.0
15464,338,1,348,1044.65,1044.65,155,0.0,2,15,1,0,155,0.0,1044.65,0.0,0.0
15465,19,24,1217,6945.0199999999995,289.376,43,36.26,6,10,1,7,104,0.067,694.502,378.109,-60.45684848484849
15466,85,1,246,334.53,334.53,56,0.0,3,14,1,0,57,0.0,334.53,0.0,0.0
15467,9,4,306,511.88,127.97,41,47.67,6,14,1,1,53,0.019,255.94,207.352,-293.24
15468,35,5,150,438.46,87.692,25,158.5,2,13,1,5,29,0.172,146.153,261.134,-3.3499999999999943
15469,43,4,150,504.5,126.125,24,63.67,3,16,1,3,27,0.111,252.25,53.669,-75.89999999999998
15471,2,1,256,454.48,454.48,67,0.0,2,14,1,0,73,0.0,454.48,0.0,0.0
15472,113,1,251,371.56,371.56,76,0.0,3,15,1,0,76,0.0,371.56,0.0,0.0
15473,14,10,552,1465.2,146.52,4,10.0,2,14,1,3,14,0.214,732.6,26.304,-37.200000000000045
15475,77,1,319,454.10999999999996,454.11,29,0.0,4,15,1,0,29,0.0,454.11,0.0,0.0
15478,40,2,575,1399.92,699.96,34,16.0,4,11,1,0,44,0.0,1399.92,0.0,0.0
15480,116,1,303,905.5,905.5,45,0.0,0,14,0,0,45,0.0,905.5,0.0,0.0
15482,15,15,2981,6353.52,423.568,45,28.79,3,10,1,29,125,0.232,1270.704,1568.128,667.9760000000001
15483,161,4,291,225.26,56.315,74,35.0,4,12,1,0,84,0.0,112.63,2.376,3.3599999999999994
15484,1,5,3134,3559.21,711.842,135,21.25,3,13,1,1,188,0.005,889.802,530.692,-241.10899999999992
15485,30,3,1281,2564.5,854.833,59,171.5,2,14,1,0,85,0.0,854.833,489.45,178.38999999999993
15488,92,1,72,76.32000000000001,76.32,1,0.0,3,10,1,0,1,0.0,76.32,0.0,0.0
15489,22,4,593,1090.03,272.508,47,68.33,3,12,1,5,55,0.091,363.343,72.934,-24.564999999999998
15491,95,7,1623,3075.85,439.407,107,37.83,0,10,1,1,154,0.006,615.17,292.736,-169.30700000000002
15492,28,2,483,659.4599999999999,329.73,32,46.0,0,14,1,0,35,0.0,329.73,223.46,-316.02
15493,32,7,546,1918.86,274.123,177,99.5,0,11,1,2,291,0.007,479.715,140.225,43.406
15494,21,2,1139,1280.58,640.29,120,100.0,2,15,1,0,122,0.0,640.29,678.243,-959.1800000000001
15497,17,3,622,1259.7,419.9,13,298.5,0,10,1,1,16,0.062,629.85,478.358,-676.5
15498,2,30,6090,13252.55,441.752,360,22.52,3,10,1,5,517,0.01,1204.777,665.704,-46.48527272727274
15500,8,4,572,1131.56,282.89,64,24.33,0,13,1,0,68,0.0,377.187,99.688,-69.88000000000002
15502,15,19,3825,5548.58,292.031,163,58.83,0,11,1,34,243,0.14,924.763,1353.032,-141.10400000000004
15503,362,1,70,141.04,141.04,66,0.0,6,10,1,0,66,0.0,141.04,0.0,0.0
15504,81,1,33,52.83,52.83,13,0.0,0,13,1,0,13,0.0,52.83,0.0,0.0
15505,52,7,2348,3497.14,499.591,90,22.17,4,7,1,2,99,0.02,874.285,223.669,-101.15000000000002
15506,22,3,842,972.08,324.027,121,58.0,3,12,1,0,161,0.0,324.027,129.94,128.04000000000002
15507,171,1,160,475.86,475.86,41,0.0,1,11,1,0,45,0.0,475.86,0.0,0.0
15508,189,6,440,1000.27,166.712,78,9.2,4,15,1,0,92,0.0,333.423,206.517,-73.655
15510,330,1,2,250.0,250.0,1,0.0,3,12,1,0,1,0.0,250.0,0.0,0.0
15511,11,5,269,900.53,180.106,117,18.5,3,15,1,0,158,0.0,300.177,95.944,95.915
15512,155,2,68,121.0,60.5,7,204.0,2,12,1,0,7,0.0,60.5,57.558,-81.4
15513,31,22,5545,14520.08,660.004,183,42.19,3,12,1,6,314,0.019,1320.007,846.475,65.01400000000001
15514,12,13,1761,2907.45,223.65,96,58.67,4,12,1,31,197,0.157,726.862,559.18,253.31899999999996
15516,44,3,27,62.43,20.81,15,1.0,0,11,1,0,15,0.0,62.43,0.0,0.0
15517,233,1,293,267.03,267.03,27,0.0,2,14,1,0,27,0.0,267.03,0.0,0.0
15518,64,12,1253,1897.75,158.146,135,67.64,6,12,1,5,215,0.023,379.55,140.019,-70.151
15520,1,1,314,343.5,343.5,18,0.0,3,10,1,0,18,0.0,343.5,0.0,0.0
15521,36,12,1675,2699.65,224.971,116,29.64,2,12,1,14,199,0.07,385.664,309.772,-73.19892857142857
15522,32,2,572,397.99,198.995,47,55.0,1,12,1,0,56,0.0,198.995,84.931,-120.11000000000001
15523,84,1,132,412.01000000000005,412.01,10,0.0,4,16,1,0,10,0.0,412.01,0.0,0.0
15524,24,1,4,440.0,440.0,1,0.0,1,12,1,0,1,0.0,440.0,0.0,0.0
15525,2,4,383,716.97,179.242,132,123.67,2,14,1,2,157,0.013,238.99,43.063,-12.075000000000001
15526,33,2,24,148.44,74.22,4,0.0,6,15,1,0,4,0.0,148.44,0.0,0.0
15527,18,9,988,2411.68,267.964,127,57.75,0,12,1,2,164,0.012,344.526,219.023,52.877857142857145
15528,254,1,123,229.33,229.33,26,0.0,2,16,1,0,26,0.0,229.33,0.0,0.0
15529,22,12,3447,3932.6,327.717,414,31.27,1,11,1,2,663,0.003,436.956,211.314,14.852166666666673
15530,21,4,938,1497.31,374.328,90,75.0,3,11,1,0,107,0.0,374.328,157.561,-90.331
15531,8,2,1085,1972.39,986.195,196,22.0,2,17,1,0,219,0.0,986.195,719.644,-1017.73
15532,25,6,500,1490.98,248.497,204,101.8,6,13,1,7,257,0.027,372.745,72.286,-17.772000000000002
15533,19,5,256,746.92,149.384,73,49.0,6,15,1,3,86,0.035,373.46,180.85,-255.76000000000005
15535,173,7,121,426.4,60.914,55,64.0,6,12,1,3,75,0.04,106.6,97.004,36.233999999999995
15537,163,1,29,110.92,110.92,24,0.0,2,13,1,0,24,0.0,110.92,0.0,0.0
15539,7,1,410,538.46,538.46,41,0.0,4,13,1,0,41,0.0,538.46,0.0,0.0
15540,11,1,200,213.3,213.3,15,0.0,0,13,1,0,15,0.0,213.3,0.0,0.0
15541,114,1,49,85.13000000000001,85.13,29,0.0,2,14,1,0,29,0.0,85.13,0.0,0.0
15543,288,1,86,127.86,127.86,26,0.0,3,15,1,0,28,0.0,127.86,0.0,0.0
15544,8,11,3105,3542.51,322.046,122,62.0,4,16,1,2,261,0.008,442.814,274.206,-41.752738095238094
15545,54,2,162,288.96999999999997,144.485,78,317.0,6,13,1,0,80,0.0,144.485,12.947,18.31000000000003
15547,7,14,3999,4910.6,350.757,441,27.31,6,12,1,0,695,0.0,491.06,239.143,24.48860606060606
15549,77,4,681,1640.21,410.052,103,159.0,3,15,1,1,114,0.009,546.737,435.427,-417.485
15550,4,4,295,575.63,143.908,43,99.0,3,15,1,0,61,0.0,143.908,7.14,2.6449999999999987
15551,36,1,218,436.06,436.06,29,0.0,3,12,1,0,29,0.0,436.06,0.0,0.0
15552,217,1,60,90.12,90.12,17,0.0,4,14,1,0,17,0.0,90.12,0.0,0.0
15553,60,1,449,428.93,428.93,51,0.0,0,14,1,0,55,0.0,428.93,0.0,0.0
15554,277,1,74,217.2,217.2,14,0.0,0,9,1,0,14,0.0,217.2,0.0,0.0
15555,12,20,4369,4745.75,237.288,403,55.53,6,12,1,25,910,0.027,527.306,330.548,17.889
15556,24,1,236,279.77,279.77,31,0.0,1,16,1,0,31,0.0,279.77,0.0,0.0
15557,28,1,213,468.91,468.91,16,0.0,4,12,1,0,19,0.0,468.91,0.0,0.0
15561,11,5,256,722.74,144.548,27,72.25,0,11,1,4,31,0.129,180.685,185.353,-0.6259999999999877
15562,351,1,39,134.55,134.55,1,0.0,3,9,1,0,1,0.0,134.55,0.0,0.0
15563,8,5,1430,1310.69,262.138,87,87.5,3,11,1,3,114,0.026,327.672,260.723,-72.323
15565,50,2,60,173.16,86.58,8,20.0,3,10,1,0,8,0.0,86.58,3.14,-4.439999999999998
15567,18,1,223,186.01,186.01,7,0.0,0,10,1,0,7,0.0,186.01,0.0,0.0
15568,2,3,461,758.29,252.763,27,35.5,2,11,1,0,53,0.0,252.763,73.88,53.72999999999999
15569,103,5,666,1375.71,275.142,27,57.25,6,10,1,0,31,0.0,458.57,156.874,100.55
15570,7,13,2054,4093.27,314.867,232,54.75,3,14,1,7,326,0.021,511.659,434.54,-39.05535714285715
15571,11,4,264,650.4300000000001,162.608,47,22.33,6,11,1,0,57,0.0,325.215,173.757,245.73000000000005
15572,4,7,1213,2533.42,361.917,166,45.67,0,10,1,0,212,0.0,506.684,231.681,-14.384000000000004
15573,31,2,354,583.24,291.62,87,54.0,3,12,1,0,96,0.0,291.62,159.057,-224.93999999999997
15574,177,4,332,675.64,168.91,131,65.0,3,15,1,0,152,0.0,337.82,319.216,-451.43999999999994
15576,37,1,394,921.37,921.37,43,0.0,2,12,1,0,43,0.0,921.37,0.0,0.0
15577,151,3,89,258.88,86.293,39,77.0,0,17,1,0,39,0.0,129.44,141.124,199.57999999999998
15578,162,1,52,127.1,127.1,13,0.0,3,13,1,0,13,0.0,127.1,0.0,0.0
15579,68,2,117,327.6,163.8,45,245.0,6,12,1,0,48,0.0,163.8,44.618,-63.099999999999994
15581,156,10,280,717.4300000000001,71.743,133,23.33,2,14,1,0,143,0.0,143.486,124.153,-58.48000000000001
15582,24,3,453,682.9100000000001,227.637,39,98.0,1,13,1,0,44,0.0,227.637,81.591,-81.105
15584,23,5,311,718.36,143.672,89,34.75,2,10,1,2,124,0.016,179.59,72.706,12.382
15585,176,1,320,455.3,455.3,31,0.0,3,8,1,0,31,0.0,455.3,0.0,0.0
15587,50,4,312,913.6800000000001,228.42,3,100.33,3,9,1,0,9,0.0,228.42,134.476,-46.583999999999996
15589,252,4,242,456.58,114.145,28,19.33,1,9,1,1,30,0.033,152.193,160.295,-103.44999999999999
15592,46,1,354,388.58,388.58,24,0.0,0,8,1,0,24,0.0,388.58,0.0,0.0
15593,70,1,60,199.8,199.8,5,0.0,4,11,1,0,5,0.0,199.8,0.0,0.0
15594,15,6,982,1767.53,294.588,85,87.2,0,10,1,1,104,0.01,589.177,562.348,0.8449999999999989
15596,100,9,548,1343.34,149.26,51,74.75,3,13,1,7,84,0.083,268.668,151.72,-86.765
15597,29,2,276,315.71999999999997,157.86,22,6.0,4,13,1,1,23,0.043,315.72,0.0,0.0
15598,35,3,156,235.68,78.56,14,9.0,0,16,1,2,16,0.125,117.84,170.186,-240.68
15599,26,2,718,761.74,380.87,50,178.0,3,13,1,0,52,0.0,380.87,96.11,-135.91999999999996
15601,11,17,4978,6745.36,396.786,230,54.75,4,10,1,4,414,0.01,674.536,454.77,-111.20109090909092
15602,8,14,999,1102.3700000000001,78.741,30,72.54,4,14,1,5,51,0.098,137.796,131.115,22.145833333333336
15603,78,1,96,48.480000000000004,48.48,2,0.0,3,10,1,0,2,0.0,48.48,0.0,0.0
15604,52,1,159,216.39,216.39,17,0.0,1,14,1,0,17,0.0,216.39,0.0,0.0
15605,36,5,441,1198.23,239.646,61,84.25,4,13,1,0,67,0.0,239.646,62.973,23.905
15606,57,11,720,2422.64,220.24,51,27.3,6,15,1,14,91,0.154,346.091,210.604,-66.42535714285714
15607,336,1,202,104.76,104.76,13,0.0,4,12,1,0,13,0.0,104.76,0.0,0.0
15608,28,4,714,1093.68,273.42,59,30.67,0,13,1,0,60,0.0,364.56,289.767,-81.64
15609,182,2,145,270.03000000000003,135.015,16,2.0,2,13,1,2,18,0.111,270.03,0.0,0.0
15610,51,1,66,112.46000000000001,112.46,6,0.0,2,10,1,0,6,0.0,112.46,0.0,0.0
15611,9,13,496,1547.39,119.03,22,66.67,2,10,1,2,43,0.047,221.056,89.548,15.00321428571429
15612,36,2,51,180.15,90.075,3,25.0,6,12,1,0,5,0.0,90.075,28.885,40.849999999999994
15615,10,27,5493,10360.04,383.705,185,26.88,1,10,1,6,429,0.014,941.822,492.71,68.18463636363637
15618,32,5,427,747.03,149.406,38,39.5,0,8,1,4,48,0.083,249.01,98.359,67.49
15619,10,1,136,336.40000000000003,336.4,3,0.0,1,8,1,0,3,0.0,336.4,0.0,0.0
15620,50,6,899,1524.4,254.067,92,124.4,4,12,1,4,104,0.038,508.133,140.498,122.92500000000001
15621,4,6,463,1158.77,193.128,11,5.8,0,13,1,2,18,0.111,579.385,546.756,-773.23
15622,3,16,1552,3224.53,201.533,169,49.53,3,13,1,29,214,0.136,460.647,624.647,-174.5560714285714
15623,141,1,125,301.03,301.03,19,0.0,3,17,1,0,19,0.0,301.03,0.0,0.0
15624,116,4,357,588.13,147.032,26,46.67,0,15,1,0,34,0.0,147.032,62.624,-26.627
15625,100,8,1166,1504.56,188.07,44,40.43,0,14,1,4,68,0.059,501.52,239.556,-59.89500000000003
15626,74,2,766,675.8,337.9,49,255.0,0,10,1,0,49,0.0,337.9,79.224,112.04000000000002
15628,4,10,1882,2865.64,286.564,85,53.33,2,12,1,2,157,0.013,358.205,160.367,1.50547619047619
15630,45,3,799,1180.4,393.467,57,157.0,1,15,1,1,61,0.016,590.2,281.839,398.58
15632,15,10,2049,3147.31,314.731,107,77.33,3,11,1,10,177,0.056,449.616,138.236,-40.13892857142857
15634,17,1,99,243.55,243.55,15,0.0,1,16,1,0,15,0.0,243.55,0.0,0.0
15636,89,2,284,724.76,362.38,20,193.0,6,11,1,0,25,0.0,362.38,78.743,111.36000000000001
15637,52,1,128,223.36,223.36,15,0.0,1,8,1,0,15,0.0,223.36,0.0,0.0
15638,301,1,-52,-94.0,-94.0,2,0.0,4,15,1,2,2,1.0,-94.0,0.0,0.0
15639,134,1,323,425.32,425.32,25,0.0,3,14,1,0,25,0.0,425.32,0.0,0.0
15640,4,17,6538,12336.74,725.691,241,52.38,6,14,1,10,486,0.021,1233.674,669.985,-44.25442424242423
15641,105,4,1562,1887.2,471.8,102,84.67,2,14,1,0,119,0.0,629.067,346.743,136.72500000000002
15643,179,6,242,647.4,107.9,31,20.6,2,14,1,3,36,0.083,323.7,18.95,-26.80000000000001
15644,166,4,550,803.54,200.885,166,31.67,6,14,1,0,232,0.0,401.77,30.292,-42.84000000000003
15645,18,1,255,611.59,611.59,49,0.0,0,11,1,0,51,0.0,611.59,0.0,0.0
15646,157,4,388,425.14000000000004,106.285,35,100.0,3,9,1,1,36,0.028,141.713,42.844,-41.1
15648,204,4,211,584.75,146.188,23,39.67,3,15,1,2,26,0.077,194.917,178.158,46.249999999999986
